timestamp,cpu_usage,memory_usage,disk_usage,cost_per_hour
2024-01-03 13:00:00,68.90145377197594,61.114879219523644,68.61357337143068,0.348
2024-01-03 14:00:00,68.69821733735554,74.40057939609994,69.28895608563127,0.357
2024-01-03 15:00:00,59.85705775302351,75.41554122706255,69.59245543200952,0.359
2024-01-03 16:00:00,73.89687834791532,78.28483390241105,69.15593921506974,0.383
2024-01-03 17:00:00,71.14230994533952,81.89466129846095,73.73211263398305,0.382
2024-01-03 18:00:00,43.88522354837266,45.041643602741566,53.60345088572492,0.274
2024-01-03 19:00:00,32.35522129293024,47.129998144525935,48.97598820990967,0.261
2024-01-03 20:00:00,50.05773969500356,53.31736887860372,42.99660628671265,0.294
2024-01-03 21:00:00,13.90845930821552,28.38106353308546,28.85436552084191,0.187
2024-01-03 22:00:00,16.329152957603256,29.673424782980696,35.47662601537106,0.197
2024-01-03 23:00:00,20.270898786228862,10.560223485766146,41.235749077803874,0.173
2024-01-04 00:00:00,28.564497340311718,25.288774924974433,38.36022941470451,0.208
2024-01-04 01:00:00,19.889048846441046,24.558681295822012,37.493352341108825,0.206
2024-01-04 02:00:00,17.558910192998724,19.099371930162064,38.843464018590915,0.19
2024-01-04 03:00:00,5.368099244204657,28.61636808823524,34.60708968934664,0.171
2024-01-04 04:00:00,12.914079770959638,31.192758432676456,24.198640801186073,0.2
2024-01-04 05:00:00,15.17664947186245,26.182511964248576,27.73364520279016,0.192
2024-01-04 06:00:00,13.5023241921707,32.87399332546854,27.74512727479435,0.185
2024-01-04 07:00:00,42.525655584165506,58.0181800484326,57.212828946585915,0.282
2024-01-04 08:00:00,36.41070471242501,48.51636651633312,59.89908660738121,0.275
2024-01-04 09:00:00,57.323889607954065,84.59076754516977,62.40725395375448,0.36
2024-01-04 10:00:00,59.289409666697225,82.02619805856601,75.85067664550513,0.375
2024-01-04 11:00:00,67.85610276882302,67.24784279865246,69.5188105702007,0.353
2024-01-04 12:00:00,71.22271959314205,81.59304116623632,66.64908439240814,0.364
2024-01-04 13:00:00,61.553951225118574,71.94234356780203,73.47608290909889,0.34
2024-01-04 14:00:00,66.2543837189334,72.62883191763405,66.2565719573881,0.363
2024-01-04 15:00:00,62.57900266284527,79.33191738104847,74.77185678884344,0.362
2024-01-04 16:00:00,57.51970829315179,65.77039704618656,62.826393692207304,0.337
2024-01-04 17:00:00,59.34956041008822,76.64451551811926,70.95270779169138,0.366
2024-01-04 18:00:00,35.7152800811664,43.09447633644578,55.54762363618996,0.275
2024-01-04 19:00:00,38.09700140931715,45.36307438719262,39.81590082725384,0.268
2024-01-04 20:00:00,38.99308476944824,46.88055520014486,51.19385444675136,0.25
2024-01-04 21:00:00,18.861886941081398,15.744338995123785,34.856598370290406,0.182
